timestamp,heat,elec,cool,request,revenue,penalty,downtime
2025-01-01 00:00:00,8.98141431242312,1.0949277719529364,0.5689979200746776,0.0,0.0,0.0,False
2025-01-01 01:00:00,9.267787807930803,1.2508502078936647,0.5260516010259063,0.0,0.0,0.0,False
2025-01-01 02:00:00,9.0789313907749,1.0546786092193,0.3934490196420023,0.0,0.0,0.0,False
2025-01-01 03:00:00,8.96118503330949,1.2213204687388497,0.5246214031176398,0.0,0.0,0.0,False
2025-01-01 04:00:00,9.355200856756225,1.2154263495952553,0.4465281674587251,0.1908373254737146,0.0,0.0,False
2025-01-01 05:00:00,9.13644543835857,1.4714331138716,0.46257778114960435,0.0,0.0,0.0,False
2025-01-01 06:00:00,9.141918772264502,1.7719487842026058,0.45633172017819923,0.0,0.0,0.0,False
2025-01-01 07:00:00,9.229857950541865,1.8859243209697862,0.553508799617136,0.0,0.0,0.0,False
2025-01-01 08:00:00,9.413538466827356,2.345967073512721,0.5271231153023699,0.0,0.0,0.0,False
2025-01-01 09:00:00,9.673012485301701,2.5633344731933363,0.4860380774023706,0.0,0.0,0.0,False
2025-01-01 10:00:00,9.333892020146106,2.90624303017343,0.6174227896058583,0.0,0.0,0.0,False
2025-01-01 11:00:00,9.674782787640202,3.1212673594254405,0.7098670238457377,0.0,0.0,0.0,False
2025-01-01 12:00:00,9.085974977190004,3.138564398795181,0.6790631904772728,0.0,0.0,0.0,False
2025-01-01 13:00:00,9.322261720778451,3.3830383031199003,0.5972229694896757,0.0,0.0,0.0,False
2025-01-01 14:00:00,9.038374813849094,3.4107943879862046,0.6855795386466392,0.0,0.09876619402999473,0.0,False
2025-01-01 15:00:00,9.113675542162845,3.2699688647819753,0.6564595119122942,0.0,0.0,0.0,False
2025-01-01 16:00:00,9.219966676410289,3.340586134191929,0.6609093033288436,0.0,0.0,0.0,False
2025-01-01 17:00:00,8.922271056566126,3.01160045276867,0.6950677686349241,0.0,0.0,0.0,False
2025-01-01 18:00:00,9.069117465582176,2.862010075744649,0.5661035437605735,0.0,0.0,0.0,False
2025-01-01 19:00:00,8.987852942818114,2.459977301161537,0.6452536936078596,0.0,0.0,0.20661718084973846,False
2025-01-01 20:00:00,9.315631634683983,2.359873658746832,0.6109387224456057,0.0,0.0,0.0,False
2025-01-01 21:00:00,9.063179571646,2.01571514279552,0.6012911550212326,0.0,0.0,0.20191751344575842,False
2025-01-01 22:00:00,9.58456769128802,1.800397090914609,0.49962193883495615,0.0,0.0,0.0,False
2025-01-01 23:00:00,8.902327320527633,1.571673692756984,0.5425598558092749,0.0,0.0,0.1639174903293783,False
2025-01-02 00:00:00,8.91070877909972,1.249242354618326,0.5208701899934896,0.0,0.0,0.0,False
2025-01-02 01:00:00,9.180209095376172,1.1886559640080583,0.43606990125889555,0.0,0.05706470622737146,0.11278776192998126,False
2025-01-02 02:00:00,9.4602366339014,0.9959022908945717,0.4550592201995427,0.0,0.0,0.0,False
2025-01-02 03:00:00,8.828482603738907,1.1906252121226724,0.3314158738950411,0.0,0.0,0.0,False
2025-01-02 04:00:00,9.231274058476144,1.1962896259744222,0.45044081417666765,0.0,0.0,0.0,False
2025-01-02 05:00:00,9.16189748925155,1.6347400812364894,0.42966099479315584,0.0,0.0,0.0,False
2025-01-02 06:00:00,9.474342322784217,1.9065418653668103,0.4803745295733193,0.18819018817964112,0.0,0.0,False
2025-01-02 07:00:00,9.09050241513425,2.1177970581149492,0.537634917393648,0.0,0.0,0.0,False
2025-01-02 08:00:00,9.30735922974223,2.338459813592412,0.5247908692978288,0.0,0.0,0.0,False
2025-01-02 09:00:00,9.108539092124815,2.49736984035474,0.5348727844211193,0.0,0.0,0.0,False
2025-01-02 10:00:00,9.243869699077923,2.880424497569097,0.5722017731096078,0.0,0.0,0.0,False
2025-01-02 11:00:00,8.99781629523477,3.166678444866321,0.6079140105854032,0.0,0.06972152321464906,0.0,False
2025-01-02 12:00:00,9.07287913661446,3.3228400638038598,0.4987973242482201,0.0,0.0,0.15468180297441692,False
2025-01-02 13:00:00,9.03164994789849,3.420904616610583,0.6319246023214912,0.0,0.0,0.0,False
2025-01-02 14:00:00,9.233415801710333,3.5245077305213712,0.6038974649896638,0.0,0.0,0.0,False
2025-01-02 15:00:00,9.093739045574795,3.3669421336232928,0.7343397134567023,0.0,0.0,0.0,False
2025-01-02 16:00:00,9.01127080051068,3.446744123081031,0.6298144831478221,0.0,0.0,0.0,False
2025-01-02 17:00:00,9.221513615830258,3.144393274443466,0.7428838389619778,0.0,0.11836146993870425,0.0,False
2025-01-02 18:00:00,8.663758754460488,3.1235297844735816,0.6942495549374654,0.0,0.0,0.0,False
2025-01-02 19:00:00,9.213827878375337,2.529832243379764,0.6766309246024018,0.0,0.0,0.0,False
2025-01-02 20:00:00,8.971760119756832,2.166719198152134,0.5565646718696939,0.0,0.0,0.0,False
2025-01-02 21:00:00,9.126488590242769,1.8681543561205038,0.6251236711216405,0.0,0.0,0.0,False
2025-01-02 22:00:00,9.39736575522912,1.7056434944703234,0.5741128969743818,0.0,0.09255970065120549,0.0,False
2025-01-02 23:00:00,9.310886744560882,1.3748895776694587,0.4655204382710257,0.0,0.0,0.16248295848277908,False
2025-01-03 00:00:00,8.97021148078512,1.1970973409319692,0.4704118947249996,0.0,0.0,0.0,False
2025-01-03 01:00:00,9.068490535979006,1.0921944652670348,0.48826616850980653,0.0,0.0,0.0,False
2025-01-03 02:00:00,9.170927694791528,1.164931868483013,0.4274478337204361,0.0,0.0,0.0,False
2025-01-03 03:00:00,9.020441561011454,1.315121572726254,0.49322383428241157,0.0,0.0,0.08738508204072436,False
2025-01-03 04:00:00,9.17127025885164,1.3631068302447336,0.4854667749849986,0.0,0.0,0.0,False
2025-01-03 05:00:00,9.298801291728712,1.4876071097582368,0.3505586730949791,0.0,0.0,0.0,False
2025-01-03 06:00:00,9.744975350260187,1.6074218751644698,0.5337841970068898,0.0,0.0,0.0,False
2025-01-03 07:00:00,8.923003106200646,2.0719584162427185,0.3791355849286268,0.0,0.0,0.08185670616182747,False
2025-01-03 08:00:00,9.446294316453544,2.369255371425362,0.5476278843102412,0.0,0.0,0.0,False
2025-01-03 09:00:00,9.110569130007233,2.6463240973644178,0.505862739895185,0.0,0.0,0.0,False
2025-01-03 10:00:00,9.358413818875992,2.848009857554013,0.5305924547731319,0.0,0.0,0.0,False
